discharge_condition,substrate,position,time_min,etch_depth_nm,etch_rate_nm_per_min,pred_piml
50W Ar:O2:CF4=10:5:35 2min,Si,center,2,53.5557,26.77785,27.829006
50W Ar:O2:CF4=10:5:35 2min,Si,center,2,50.0492,25.0246,27.829006
50W Ar:O2:CF4=10:5:35 2min,Si,center,2,52.2969,26.14845,27.829006
50W Ar:O2:CF4=10:5:35 2min,Si,center,2,49.342,24.671,27.829006
50W Ar:O2:CF4=10:5:35 2min,Si,center,2,50.4363,25.21815,27.829006
50W Ar:O2:CF4=10:5:35 2min,SiO2,center,2,64.1336,32.0668,31.958538
50W Ar:O2:CF4=10:5:35 2min,SiO2,center,2,58.1268,29.0634,31.958538
50W Ar:O2:CF4=10:5:35 2min,SiO2,center,2,60.7866,30.3933,31.958538
50W Ar:O2:CF4=10:5:35 2min,SiO2,center,2,59.0566,29.5283,31.958538
50W Ar:O2:CF4=10:5:35 2min,SiO2,center,2,58.0351,29.01755,31.958538
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,77.2268,38.6134,39.887745
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,74.884,37.442,39.887745
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,85.8541,42.92705,39.887745
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,82.4066,41.2033,39.887745
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,79.0722,39.5361,39.887745
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,81.3495,40.67475,39.887745
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,80.574,40.287,39.887745
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,77.8483,38.92415,39.887745
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,74.1614,37.0807,39.887745
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,95.0289,47.51445,39.887745
50W Ar:O2:CF4=10:5:35 2min,Si,center,2,57.2545,28.62725,28.913692
50W Ar:O2:CF4=10:5:35 2min,Si,center,2,52.6594,26.3297,28.913692
50W Ar:O2:CF4=10:5:35 2min,Si,center,2,56.3089,28.15445,28.913692
50W Ar:O2:CF4=10:5:35 2min,Si,center,2,54.4086,27.2043,28.913692
50W Ar:O2:CF4=10:5:35 2min,Si,center,2,53.4613,26.73065,28.913692
50W Ar:O2:CF4=10:5:35 2min,SiO2,center,2,62.7729,31.38645,32.25568
50W Ar:O2:CF4=10:5:35 2min,SiO2,center,2,54.4724,27.2362,32.25568
50W Ar:O2:CF4=10:5:35 2min,SiO2,center,2,59.6629,29.83145,32.25568
50W Ar:O2:CF4=10:5:35 2min,SiO2,center,2,69.3018,34.6509,32.25568
50W Ar:O2:CF4=10:5:35 2min,SiO2,center,2,61.0371,30.51855,32.25568
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,88.3308,44.1654,39.276638
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,87.3724,43.6862,39.276638
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,82.1664,41.0832,39.276638
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,82.0515,41.02575,39.276638
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,87.6744,43.8372,39.276638
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,83.7363,41.86815,39.276638
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,87.1051,43.55255,39.276638
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,93.7792,46.8896,39.276638
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,79.76,39.88,39.276638
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,84.4665,42.23325,39.276638
50W Ar:O2:CF4=10:5:35 2min,Si,center,2,53.1811,26.59055,29.781975
50W Ar:O2:CF4=10:5:35 2min,Si,center,2,52.7446,26.3723,29.781975
50W Ar:O2:CF4=10:5:35 2min,Si,center,2,54.1877,27.09385,29.781975
50W Ar:O2:CF4=10:5:35 2min,Si,center,2,55.2163,27.60815,29.781975
50W Ar:O2:CF4=10:5:35 2min,SiO2,center,2,63.8943,31.94715,32.40474
50W Ar:O2:CF4=10:5:35 2min,SiO2,center,2,63.7811,31.89055,32.40474
50W Ar:O2:CF4=10:5:35 2min,SiO2,center,2,61.9547,30.97735,32.40474
50W Ar:O2:CF4=10:5:35 2min,SiO2,center,2,63.5538,31.7769,32.40474
50W Ar:O2:CF4=10:5:35 2min,SiO2,center,2,60.5752,30.2876,32.40474
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,98.4467,49.22335,38.598812
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,97.4822,48.7411,38.598812
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,95.3191,47.65955,38.598812
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,92.9943,46.49715,38.598812
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,94.4683,47.23415,38.598812
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,94.7487,47.37435,38.598812
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,82.6302,41.3151,38.598812
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,91.5785,45.78925,38.598812
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,83.2223,41.61115,38.598812
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,89.5411,44.77055,38.598812
50W Ar:O2:CF4=10:5:35 2min,Si,center,2,40.1574,20.0787,30.468437
50W Ar:O2:CF4=10:5:35 2min,Si,center,2,48.9053,24.45265,30.468437
50W Ar:O2:CF4=10:5:35 2min,Si,center,2,48.7961,24.39805,30.468437
50W Ar:O2:CF4=10:5:35 2min,Si,center,2,50.1126,25.0563,30.468437
50W Ar:O2:CF4=10:5:35 2min,Si,center,2,62.1682,31.0841,30.468437
50W Ar:O2:CF4=10:5:35 2min,SiO2,center,2,62.1447,31.07235,32.430046
50W Ar:O2:CF4=10:5:35 2min,SiO2,center,2,60.803,30.4015,32.430046
50W Ar:O2:CF4=10:5:35 2min,SiO2,center,2,65.3622,32.6811,32.430046
50W Ar:O2:CF4=10:5:35 2min,SiO2,center,2,61.5214,30.7607,32.430046
50W Ar:O2:CF4=10:5:35 2min,SiO2,center,2,62.0298,31.0149,32.430046
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,97.9425,48.97125,37.84982
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,91.3382,45.6691,37.84982
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,96.0165,48.00825,37.84982
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,98.5098,49.2549,37.84982
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,87.1775,43.58875,37.84982
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,82.1611,41.08055,37.84982
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,89.2988,44.6494,37.84982
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,82.9044,41.4522,37.84982
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,85.4312,42.7156,37.84982
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,83.9678,41.9839,37.84982
50W Ar:O2:CF4=10:5:35 2min,Si,center,2,43.8238,21.9119,31.002317
50W Ar:O2:CF4=10:5:35 2min,Si,center,2,45.9007,22.95035,31.002317
50W Ar:O2:CF4=10:5:35 2min,Si,center,2,46.989,23.4945,31.002317
50W Ar:O2:CF4=10:5:35 2min,Si,center,2,44.9781,22.48905,31.002317
50W Ar:O2:CF4=10:5:35 2min,Si,center,2,46.0167,23.00835,31.002317
50W Ar:O2:CF4=10:5:35 2min,SiO2,center,2,68.8217,34.41085,32.35011
50W Ar:O2:CF4=10:5:35 2min,SiO2,center,2,61.3571,30.67855,32.35011
50W Ar:O2:CF4=10:5:35 2min,SiO2,center,2,56.2989,28.14945,32.35011
50W Ar:O2:CF4=10:5:35 2min,SiO2,center,2,63.6056,31.8028,32.35011
50W Ar:O2:CF4=10:5:35 2min,SiO2,center,2,55.7617,27.88085,32.35011
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,86.0651,43.03255,37.019806
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,82.6232,41.3116,37.019806
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,75.7652,37.8826,37.019806
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,96.8441,48.42205,37.019806
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,74.0946,37.0473,37.019806
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,82.1414,41.0707,37.019806
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,87.4383,43.71915,37.019806
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,86.989,43.4945,37.019806
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,70.9719,35.48595,37.019806
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,77.0287,38.51435,37.019806
50W 6Pa 2min Ar:O2:CF4,SiO2,center,2,67.9527,33.97635,33.568695
50W 6Pa 2min Ar:O2:CF4,SiO2,center,2,53.4358,26.7179,33.568695
50W 6Pa 2min Ar:O2:CF4,SiO2,center,2,58.1889,29.09445,33.568695
50W 6Pa 2min Ar:O2:CF4,SiO2,center,2,47.7217,23.86085,33.568695
50W 6Pa 2min Ar:O2:CF4,SiO2,center,2,62.4923,31.24615,33.568695
50W 6Pa 2min Ar:O2:CF4,SiN,center,2,69.4717,34.73585,41.314053
50W 6Pa 2min Ar:O2:CF4,SiN,center,2,71.1941,35.59705,41.314053
50W 6Pa 2min Ar:O2:CF4,SiN,center,2,78.3884,39.1942,41.314053
50W 6Pa 2min Ar:O2:CF4,SiN,center,2,72.0758,36.0379,41.314053
50W 6Pa 2min Ar:O2:CF4,SiN,center,2,74.8741,37.43705,41.314053
50W 6Pa 2min Ar:O2:CF4,SiO2,center,2,64.7593,32.37965,33.462303
50W 6Pa 2min Ar:O2:CF4,SiO2,center,2,66.0296,33.0148,33.462303
50W 6Pa 2min Ar:O2:CF4,SiO2,center,2,60.8782,30.4391,33.462303
50W 6Pa 2min Ar:O2:CF4,SiO2,center,2,60.9301,30.46505,33.462303
50W 6Pa 2min Ar:O2:CF4,SiO2,center,2,65.4067,32.70335,33.462303
50W 6Pa 2min Ar:O2:CF4,SiN,center,2,77.2268,38.6134,40.60487
50W 6Pa 2min Ar:O2:CF4,SiN,center,2,74.884,37.442,40.60487
50W 6Pa 2min Ar:O2:CF4,SiN,center,2,85.8541,42.92705,40.60487
50W 6Pa 2min Ar:O2:CF4,SiN,center,2,82.4066,41.2033,40.60487
50W 6Pa 2min Ar:O2:CF4,SiN,center,2,79.0722,39.5361,40.60487
50W 6Pa 2min Ar:O2:CF4,SiO2,center,2,50.6322,25.3161,29.673727
50W 6Pa 2min Ar:O2:CF4,SiO2,center,2,46.3941,23.19705,29.673727
50W 6Pa 2min Ar:O2:CF4,SiO2,center,2,60.253,30.1265,29.673727
50W 6Pa 2min Ar:O2:CF4,SiO2,center,2,51.3153,25.65765,29.673727
50W 6Pa 2min Ar:O2:CF4,SiO2,center,2,56.9775,28.48875,29.673727
50W 6Pa 2min Ar:O2:CF4,SiN,center,2,67.0192,33.5096,37.01652
50W 6Pa 2min Ar:O2:CF4,SiN,center,2,73.5734,36.7867,37.01652
50W 6Pa 2min Ar:O2:CF4,SiN,center,2,68.0843,34.04215,37.01652
50W 6Pa 2min Ar:O2:CF4,SiN,center,2,80.1001,40.05005,37.01652
50W 6Pa 2min Ar:O2:CF4,SiN,center,2,74.5678,37.2839,37.01652
50W 6Pa 2min Ar:O2:CF4,SiO2,center,2,48.9992,24.4996,19.526995
50W 6Pa 2min Ar:O2:CF4,SiO2,center,2,41.0286,20.5143,19.526995
50W 6Pa 2min Ar:O2:CF4,SiO2,center,2,38.1317,19.06585,19.526995
50W 6Pa 2min Ar:O2:CF4,SiO2,center,2,38.6234,19.3117,19.526995
50W 6Pa 2min Ar:O2:CF4,SiO2,center,2,40.7336,20.3668,19.526995
50W 6Pa 2min Ar:O2:CF4,SiN,center,2,39.5304,19.7652,30.563568
50W 6Pa 2min Ar:O2:CF4,SiN,center,2,52.0642,26.0321,30.563568
50W 6Pa 2min Ar:O2:CF4,SiN,center,2,47.6376,23.8188,30.563568
50W 6Pa 2min Ar:O2:CF4,SiN,center,2,43.5992,21.7996,30.563568
50W 6Pa 2min Ar:O2:CF4,SiN,center,2,47.5557,23.77785,30.563568
50W 6Pa 2min Ar:O2:CF4,SiO2,center,2,21.0391,10.51955,10.586012
50W 6Pa 2min Ar:O2:CF4,SiO2,center,2,37.3488,18.6744,10.586012
50W 6Pa 2min Ar:O2:CF4,SiO2,center,2,31.0035,15.50175,10.586012
50W 6Pa 2min Ar:O2:CF4,SiO2,center,2,29.503,14.7515,10.586012
50W 6Pa 2min Ar:O2:CF4,SiO2,center,2,33.5004,16.7502,10.586012
50W 6Pa 2min Ar:O2:CF4,SiN,center,2,26.2888,13.1444,20.343994
50W 6Pa 2min Ar:O2:CF4,SiN,center,2,26.7385,13.36925,20.343994
50W 6Pa 2min Ar:O2:CF4,SiN,center,2,22.7987,11.39935,20.343994
50W 6Pa 2min Ar:O2:CF4,SiN,center,2,22.0475,11.02375,20.343994
50W 6Pa 2min Ar:O2:CF4,SiN,center,2,18.6882,9.3441,20.343994
50W 6Pa 2min Ar:CF4,SiO2,center,2,19.0739,9.53695,15.809477
50W 6Pa 2min Ar:CF4,SiO2,center,2,31.6694,15.8347,15.809477
50W 6Pa 2min Ar:CF4,SiO2,center,2,32.2572,16.1286,15.809477
50W 6Pa 2min Ar:CF4,SiO2,center,2,23.6774,11.8387,15.809477
50W 6Pa 2min Ar:CF4,SiO2,center,2,19.3873,9.69365,15.809477
50W 6Pa 2min Ar:CF4,SiN,center,2,41.9347,20.96735,24.39038
50W 6Pa 2min Ar:CF4,SiO2,center,2,43.2586,21.6293,25.063522
50W 6Pa 2min Ar:CF4,SiO2,center,2,43.0158,21.5079,25.063522
50W 6Pa 2min Ar:CF4,SiO2,center,2,42.7218,21.3609,25.063522
50W 6Pa 2min Ar:CF4,SiO2,center,2,45.9138,22.9569,25.063522
50W 6Pa 2min Ar:CF4,SiO2,center,2,39.7927,19.89635,25.063522
50W 6Pa 2min Ar:CF4,SiN,center,2,66.7086,33.3543,32.339058
50W 6Pa 2min Ar:CF4,SiN,center,2,72.6358,36.3179,32.339058
50W 6Pa 2min Ar:CF4,SiN,center,2,69.267,34.6335,32.339058
50W 6Pa 2min Ar:CF4,SiN,center,2,63.383,31.6915,32.339058
50W 6Pa 2min Ar:CF4,SiN,center,2,66.8673,33.43365,32.339058
50W 6Pa 2min Ar:CF4,SiO2,center,2,44.3406,22.1703,29.852394
50W 6Pa 2min Ar:CF4,SiO2,center,2,47.3955,23.69775,29.852394
50W 6Pa 2min Ar:CF4,SiO2,center,2,46.5746,23.2873,29.852394
50W 6Pa 2min Ar:CF4,SiO2,center,2,47.9033,23.95165,29.852394
50W 6Pa 2min Ar:CF4,SiO2,center,2,47.9794,23.9897,29.852394
50W 6Pa 2min Ar:CF4,SiN,center,2,78.5899,39.29495,36.764107
50W 6Pa 2min Ar:CF4,SiN,center,2,74.8018,37.4009,36.764107
50W 6Pa 2min Ar:CF4,SiN,center,2,74.4244,37.2122,36.764107
50W 6Pa 2min Ar:CF4,SiN,center,2,78.8653,39.43265,36.764107
50W 6Pa 2min Ar:CF4,SiN,center,2,71.2686,35.6343,36.764107
50W 6Pa 2min Ar:CF4,SiO2,center,2,64.7621,32.38105,32.157677
50W 6Pa 2min Ar:CF4,SiO2,center,2,64.0262,32.0131,32.157677
50W 6Pa 2min Ar:CF4,SiO2,center,2,59.1192,29.5596,32.157677
50W 6Pa 2min Ar:CF4,SiO2,center,2,59.4118,29.7059,32.157677
50W 6Pa 2min Ar:CF4,SiO2,center,2,66.2419,33.12095,32.157677
50W 6Pa 2min Ar:CF4,SiN,center,2,90.4721,45.23605,39.295307
50W 6Pa 2min Ar:CF4,SiN,center,2,88.8724,44.4362,39.295307
50W 6Pa 2min Ar:CF4,SiN,center,2,95.6857,47.84285,39.295307
50W 6Pa 2min Ar:CF4,SiN,center,2,96.9143,48.45715,39.295307
50W 6Pa 2min Ar:CF4,SiN,center,2,93.2473,46.62365,39.295307
50W 6Pa 2min Ar:CF4,SiO2,center,2,54.5248,27.2624,33.04067
50W 6Pa 2min Ar:CF4,SiO2,center,2,59.807,29.9035,33.04067
50W 6Pa 2min Ar:CF4,SiO2,center,2,54.9277,27.46385,33.04067
50W 6Pa 2min Ar:CF4,SiO2,center,2,58.5727,29.28635,33.04067
50W 6Pa 2min Ar:CF4,SiO2,center,2,53.5137,26.75685,33.04067
50W 6Pa 2min Ar:CF4,SiN,center,2,84.6681,42.33405,40.862446
50W 6Pa 2min Ar:CF4,SiN,center,2,81.1135,40.55675,40.862446
50W 6Pa 2min Ar:CF4,SiN,center,2,82.7561,41.37805,40.862446
50W 6Pa 2min Ar:CF4,SiN,center,2,78.5929,39.29645,40.862446
50W 6Pa 2min Ar:CF4,SiN,center,2,88.9138,44.4569,40.862446
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,SiO2,center,2,66.0825,33.04125,32.58098
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,SiO2,center,2,77.4418,38.7209,32.58098
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,SiO2,center,2,79.8076,39.9038,32.58098
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,SiO2,center,2,72.2474,36.1237,32.58098
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,SiO2,center,2,78.9148,39.4574,32.58098
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,SiN,center,2,103.943,51.9715,40.00432
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,SiN,center,2,110.138,55.069,40.00432
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,SiN,center,2,100.259,50.1295,40.00432
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,SiN,center,2,109.348,54.674,40.00432
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,SiN,center,2,98.5659,49.28295,40.00432
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,Si,center,2,68.7342,34.3671,26.60213
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,Si,center,2,67.4814,33.7407,26.60213
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,Si,center,2,68.0594,34.0297,26.60213
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,Si,center,2,67.6127,33.80635,26.60213
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,SiO2,edge,2,82.4499,41.22495,31.55149
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,SiO2,edge,2,73.3987,36.69935,31.55149
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,SiO2,edge,2,74.2123,37.10615,31.55149
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,SiO2,edge,2,74.0533,37.02665,31.55149
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,SiO2,edge,2,77.3254,38.6627,31.55149
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,SiN,edge,2,81.7085,40.85425,31.051968
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,SiN,edge,2,78.9642,39.4821,31.051968
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,SiN,edge,2,73.0256,36.5128,31.051968
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,SiN,edge,2,81.6198,40.8099,31.051968
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,SiN,edge,2,79.6825,39.84125,31.051968
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,SiO2,center,2,69.9099,34.95495,40.267796
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,SiO2,center,2,71.1554,35.5777,40.267796
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,SiO2,center,2,75.3248,37.6624,40.267796
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,SiO2,center,2,75.8319,37.91595,40.267796
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,SiO2,center,2,79.5982,39.7991,40.267796
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,SiN,center,2,92.3802,46.1901,34.322342
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,SiN,center,2,77.8706,38.9353,34.322342
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,SiN,center,2,76.4779,38.23895,34.322342
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,SiN,center,2,79.257,39.6285,34.322342
50W 6.5Pa 2min Ar:O2:CF4=10:5:35,SiN,center,2,81.0409,40.52045,34.322342
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,Si,center,2,67.0488,33.5244,26.30053
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,Si,center,2,60.2918,30.1459,26.30053
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,Si,center,2,66.7852,33.3926,26.30053
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,Si,center,2,65.7553,32.87765,26.30053
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,Si,center,2,62.941,31.4705,26.30053
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,Si,center,2,63.8989,31.94945,26.30053
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,Si,center,2,57.1922,28.5961,26.30053
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,Si,center,2,60.6384,30.3192,26.30053
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,Si,center,2,60.6226,30.3113,26.30053
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiO2,center,2,73.1702,36.5851,32.12748
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiO2,center,2,85.9889,42.99445,32.12748
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiO2,center,2,103.419,51.7095,32.12748
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiO2,center,2,74.7215,37.36075,32.12748
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiO2,center,2,104.904,52.452,32.12748
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiO2,center,2,109.829,54.9145,32.12748
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiO2,center,2,130.801,65.4005,32.12748
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiO2,center,2,85.7646,42.8823,32.12748
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiO2,center,2,119.489,59.7445,32.12748
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiN,center,2,42.4835,21.24175,41.952118
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiN,center,2,51.4408,25.7204,41.952118
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiN,center,2,52.1317,26.06585,41.952118
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiN,center,2,57.1092,28.5546,41.952118
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiN,center,2,44.1416,22.0708,41.952118
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiN,center,2,53.9638,26.9819,41.952118
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiN,center,2,56.2972,28.1486,41.952118
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiN,center,2,56.706,28.353,41.952118
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiN,center,2,55.6093,27.80465,41.952118
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,Si,edge,2,47.9318,23.9659,24.467054
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,Si,edge,2,47.4085,23.70425,24.467054
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,Si,edge,2,43.6285,21.81425,24.467054
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,Si,edge,2,51.5162,25.7581,24.467054
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,Si,edge,2,48.2414,24.1207,24.467054
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,Si,edge,2,49.6097,24.80485,24.467054
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,Si,edge,2,49.9774,24.9887,24.467054
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,Si,edge,2,51.1366,25.5683,24.467054
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,Si,edge,2,44.2355,22.11775,24.467054
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,Si,edge,2,47.9727,23.98635,24.467054
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiO2,edge,2,51.2508,25.6254,34.97612
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiO2,edge,2,68.0888,34.0444,34.97612
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiO2,edge,2,63.8172,31.9086,34.97612
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiO2,edge,2,59.6037,29.80185,34.97612
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiO2,edge,2,69.7164,34.8582,34.97612
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiO2,edge,2,74.6032,37.3016,34.97612
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiO2,edge,2,65.0649,32.53245,34.97612
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiO2,edge,2,60.0673,30.03365,34.97612
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiO2,edge,2,52.898,26.449,34.97612
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiO2,edge,2,72.5472,36.2736,34.97612
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiN,edge,2,55.5985,27.79925,38.626736
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiN,edge,2,72.4647,36.23235,38.626736
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiN,edge,2,66.5868,33.2934,38.626736
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiN,edge,2,61.7687,30.88435,38.626736
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiN,edge,2,61.7242,30.8621,38.626736
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiN,edge,2,49.3731,24.68655,38.626736
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiN,edge,2,56.7459,28.37295,38.626736
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiN,edge,2,51.6652,25.8326,38.626736
Ar:O2:CF4=10:5:35 6.5Pa 50W 2min,SiN,edge,2,75.5633,37.78165,38.626736
