discharge_condition,substrate,position,time_min,etch_depth_nm,etch_rate_nm_per_min,pred_piml
50W Ar:CF4=3:3 5min,SiN,center,5,163.151,32.6302,32.29768
50W Ar:CF4=3:3 5min,SiN,center,5,159.114,31.8228,32.29768
50W Ar:CF4=3:3 5min,SiN,center,5,165.374,33.074799999999996,32.29768
50W Ar:CF4=3:3 5min,SiN,center,5,171.183,34.236599999999996,32.29768
50W Ar:CF4=3:3 5min,SiN,center,5,162.763,32.5526,32.29768
50W Ar:CF4=3:3 5min,SiN,center,5,160.127,32.025400000000005,32.29768
50W Ar:CF4=3:3 5min,SiN,center,5,167.964,33.5928,32.29768
50W Ar:CF4=3:3 5min,SiN,center,5,161.692,32.3384,32.29768
50W Ar:CF4=3:3 5min,SiN,center,5,167.376,33.4752,32.29768
50W Ar:CF4=3:3 5min,Si,center,5,113.273,22.6546,20.48302
50W Ar:CF4=3:3 5min,Si,center,5,103.378,20.6756,20.48302
50W Ar:CF4=3:3 5min,Si,center,5,105.832,21.1664,20.48302
50W Ar:CF4=3:3 5min,Si,center,5,103.152,20.6304,20.48302
50W Ar:CF4=3:3 5min,Si,center,5,96.1309,19.22618,20.48302
50W Ar:CF4=3:3 5min,Si,center,5,96.5333,19.30666,20.48302
50W Ar:CF4=3:3 5min,Si,center,5,102.874,20.5748,20.48302
50W Ar:CF4=3:3 5min,Si,center,5,98.002,19.6004,20.48302
50W Ar:CF4=3:3 5min,Si,center,5,103.109,20.6218,20.48302
50W Ar:CF4=3:3 5min,Si,center,5,101.273,20.2546,20.48302
50W Ar:CF4=3:3 5min,SiO2,center,5,91.9689,18.39378,20.199715
50W Ar:CF4=3:3 5min,SiO2,center,5,99.7407,19.948140000000002,20.199715
50W Ar:CF4=3:3 5min,SiO2,center,5,80.4725,16.0945,20.199715
50W Ar:CF4=3:3 5min,SiO2,center,5,98.3075,19.6615,20.199715
50W Ar:CF4=3:3 5min,SiO2,center,5,97.7033,19.54066,20.199715
50W Ar:CF4=3:3 5min,SiO2,center,5,94.3156,18.863120000000002,20.199715
50W Ar:CF4=3:3 5min,SiO2,center,5,94.9059,18.981180000000002,20.199715
50W Ar:CF4=3:3 5min,SiO2,center,5,96.64,19.328,20.199715
50W Ar:CF4=3:3 5min,SiO2,center,5,88.1675,17.6335,20.199715
50W Ar:CF4=3:3 5min,SiO2,center,5,95.8122,19.16244,20.199715
50W Ar:CF4=3:3 5min,SiN,center,5,162.035,32.407,29.743357
50W Ar:CF4=3:3 5min,SiN,center,5,159.205,31.841,29.743357
50W Ar:CF4=3:3 5min,SiN,center,5,191.181,38.236200000000004,29.743357
50W Ar:CF4=3:3 5min,SiN,center,5,176.472,35.2944,29.743357
50W Ar:CF4=3:3 5min,SiN,center,5,185.907,37.181400000000004,29.743357
50W Ar:CF4=3:3 5min,SiN,center,5,170.265,34.053,29.743357
50W Ar:CF4=3:3 5min,SiN,center,5,171.768,34.3536,29.743357
50W Ar:CF4=3:3 5min,SiN,center,5,172.5,34.5,29.743357
50W Ar:CF4=3:3 5min,SiN,center,5,163.181,32.6362,29.743357
50W Ar:CF4=3:3 5min,SiN,center,5,166.268,33.2536,29.743357
50W Ar:CF4=3:3 5min,Si,center,5,90.9224,18.18448,14.702864
50W Ar:CF4=3:3 5min,Si,center,5,90.195,18.038999999999998,14.702864
50W Ar:CF4=3:3 5min,Si,center,5,96.5148,19.30296,14.702864
50W Ar:CF4=3:3 5min,Si,center,5,107.318,21.4636,14.702864
50W Ar:CF4=3:3 5min,Si,center,5,96.3715,19.2743,14.702864
50W Ar:CF4=3:3 5min,Si,center,5,98.5728,19.71456,14.702864
50W Ar:CF4=3:3 5min,Si,center,5,94.1654,18.833080000000002,14.702864
50W Ar:CF4=3:3 5min,Si,center,5,92.3992,18.47984,14.702864
50W Ar:CF4=3:3 5min,Si,center,5,96.4096,19.28192,14.702864
50W Ar:CF4=3:3 5min,Si,center,5,105.594,21.1188,14.702864
50W Ar:CF4=3:3 5min,SiO2,center,5,50.6736,10.13472,9.96335
50W Ar:CF4=3:3 5min,SiO2,center,5,42.2195,8.4439,9.96335
50W Ar:CF4=3:3 5min,SiO2,center,5,46.7384,9.34768,9.96335
50W Ar:CF4=3:3 5min,SiO2,center,5,48.9071,9.78142,9.96335
50W Ar:CF4=3:3 5min,SiO2,center,5,54.0753,10.815059999999999,9.96335
50W Ar:CF4=3:3 5min,SiO2,center,5,40.6853,8.13706,9.96335
50W Ar:CF4=3:3 5min,SiO2,center,5,40.5928,8.118559999999999,9.96335
50W Ar:CF4=3:3 5min,SiO2,center,5,50.3515,10.0703,9.96335
50W Ar:CF4=3:3 5min,SiO2,center,5,40.1682,8.03364,9.96335
50W Ar:CF4=3:3 5min,SiO2,center,5,45.1586,9.03172,9.96335
50W Ar:CF4=3:3 5min,SiN,center,5,29.4678,5.89356,7.723568
50W Ar:CF4=3:3 5min,SiN,center,5,37.1599,7.43198,7.723568
50W Ar:CF4=3:3 5min,SiN,center,5,26.2482,5.24964,7.723568
50W Ar:CF4=3:3 5min,SiN,center,5,28.798,5.7596,7.723568
50W Ar:CF4=3:3 5min,SiN,center,5,26.7934,5.35868,7.723568
50W Ar:CF4=3:3 5min,SiN,center,5,22.7884,4.5576799999999995,7.723568
50W Ar:CF4=3:3 5min,SiN,center,5,26.6614,5.33228,7.723568
50W Ar:CF4=3:3 5min,SiN,center,5,20.0375,4.0075,7.723568
50W Ar:CF4=3:3 5min,SiN,center,5,28.473,5.694599999999999,7.723568
50W Ar:CF4=3:3 5min,SiN,center,5,22.9677,4.59354,7.723568
50W Ar:CF4=3:3 5min,Si,center,5,121.052,24.2104,6.8824344
50W Ar:CF4=3:3 5min,Si,center,5,119.177,23.8354,6.8824344
50W Ar:CF4=3:3 5min,Si,center,5,108.386,21.6772,6.8824344
50W Ar:CF4=3:3 5min,Si,center,5,107.514,21.5028,6.8824344
50W Ar:CF4=3:3 5min,Si,center,5,114.263,22.852600000000002,6.8824344
50W Ar:CF4=3:3 5min,Si,center,5,108.476,21.6952,6.8824344
50W Ar:CF4=3:3 5min,Si,center,5,115.785,23.157,6.8824344
50W Ar:CF4=3:3 5min,Si,center,5,118.646,23.7292,6.8824344
50W Ar:CF4=3:3 5min,Si,center,5,107.338,21.467599999999997,6.8824344
50W Ar:CF4=3:3 5min,Si,center,5,108.072,21.6144,6.8824344
50W Ar:CF4=3:3 5min,SiO2,center,5,47.7155,9.543099999999999,4.88577
50W Ar:CF4=3:3 5min,SiO2,center,5,45.5347,9.10694,4.88577
50W Ar:CF4=3:3 5min,SiO2,center,5,38.5977,7.71954,4.88577
50W Ar:CF4=3:3 5min,SiO2,center,5,28.4325,5.6865000000000006,4.88577
50W Ar:CF4=3:3 5min,SiO2,center,5,24.4225,4.8845,4.88577
50W Ar:CF4=3:3 5min,SiO2,center,5,30.1004,6.02008,4.88577
50W Ar:CF4=3:3 5min,SiO2,center,5,34.2528,6.85056,4.88577
50W Ar:CF4=3:3 5min,SiO2,center,5,35.5342,7.10684,4.88577
50W Ar:CF4=3:3 5min,SiO2,center,5,39.6669,7.93338,4.88577
50W Ar:CF4=3:3 5min,SiO2,center,5,45.9982,9.199639999999999,4.88577
50W Ar:CF4=3:3 5min,SiN,center,5,6.82942,1.3658839999999999,3.7392268
50W Ar:CF4=3:3 5min,SiN,center,5,6.39368,1.2787359999999999,3.7392268
50W Ar:CF4=3:3 5min,SiN,center,5,10.1691,2.03382,3.7392268
50W Ar:CF4=3:3 5min,SiN,center,5,4.76501,0.953002,3.7392268
50W Ar:CF4=3:3 5min,SiN,center,5,22.8345,4.5668999999999995,3.7392268
50W Ar:CF4=3:3 5min,SiN,center,5,18.9856,3.7971200000000005,3.7392268
50W Ar:CF4=3:3 5min,SiN,center,5,19.2735,3.8547,3.7392268
50W Ar:CF4=3:3 5min,SiN,center,5,14.737,2.9474,3.7392268
50W Ar:CF4=3:3 5min,SiN,center,5,10.2772,2.05544,3.7392268
50W Ar:CF4=3:3 5min,SiN,center,5,19.9609,3.99218,3.7392268
20Pa Ar:CF4=3:3 5min,Si,center,5,41.0728,8.21456,8.203621
20Pa Ar:CF4=3:3 5min,Si,center,5,31.8491,6.36982,8.203621
20Pa Ar:CF4=3:3 5min,Si,center,5,30.4704,6.09408,8.203621
20Pa Ar:CF4=3:3 5min,Si,center,5,37.107,7.4214,8.203621
20Pa Ar:CF4=3:3 5min,Si,center,5,30.9853,6.19706,8.203621
20Pa Ar:CF4=3:3 5min,SiO2,center,5,17.9344,3.58688,6.086327
20Pa Ar:CF4=3:3 5min,SiO2,center,5,27.3131,5.462619999999999,6.086327
20Pa Ar:CF4=3:3 5min,SiO2,center,5,15.3234,3.06468,6.086327
20Pa Ar:CF4=3:3 5min,SiO2,center,5,29.4405,5.8881,6.086327
20Pa Ar:CF4=3:3 5min,SiO2,center,5,28.5691,5.71382,6.086327
20Pa Ar:CF4=3:3 5min,SiO2,center,5,24.1212,4.8242400000000005,6.086327
20Pa Ar:CF4=3:3 5min,SiO2,center,5,33.6665,6.7333,6.086327
20Pa Ar:CF4=3:3 5min,SiO2,center,5,25.5843,5.11686,6.086327
20Pa Ar:CF4=3:3 5min,SiO2,center,5,25.9543,5.19086,6.086327
20Pa Ar:CF4=3:3 5min,SiO2,center,5,20.1404,4.02808,6.086327
20Pa Ar:CF4=3:3 5min,SiN,center,5,3.15459,0.630918,5.5417852
20Pa Ar:CF4=3:3 5min,SiN,center,5,1.87892,0.375784,5.5417852
20Pa Ar:CF4=3:3 5min,SiN,center,5,1.65116,0.33023199999999997,5.5417852
20Pa Ar:CF4=3:3 5min,SiN,center,5,1.1011,0.22022,5.5417852
20Pa Ar:CF4=3:3 5min,SiN,center,5,2.44421,0.488842,5.5417852
20Pa Ar:CF4=3:3 5min,Si,center,5,61.0386,12.20772,13.257084
20Pa Ar:CF4=3:3 5min,Si,center,5,79.534,15.9068,13.257084
20Pa Ar:CF4=3:3 5min,Si,center,5,69.252,13.850399999999999,13.257084
20Pa Ar:CF4=3:3 5min,Si,center,5,71.8168,14.36336,13.257084
20Pa Ar:CF4=3:3 5min,Si,center,5,72.7301,14.546019999999999,13.257084
20Pa Ar:CF4=3:3 5min,SiO2,center,5,62.9124,12.58248,6.7584996
20Pa Ar:CF4=3:3 5min,SiO2,center,5,55.2446,11.048919999999999,6.7584996
20Pa Ar:CF4=3:3 5min,SiO2,center,5,38.3031,7.66062,6.7584996
20Pa Ar:CF4=3:3 5min,SiO2,center,5,51.1725,10.2345,6.7584996
20Pa Ar:CF4=3:3 5min,SiO2,center,5,48.0235,9.6047,6.7584996
20Pa Ar:CF4=3:3 5min,SiO2,center,5,35.1402,7.02804,6.7584996
20Pa Ar:CF4=3:3 5min,SiO2,center,5,33.9187,6.78374,6.7584996
20Pa Ar:CF4=3:3 5min,SiO2,center,5,35.7773,7.15546,6.7584996
20Pa Ar:CF4=3:3 5min,SiO2,center,5,43.2595,8.651900000000001,6.7584996
20Pa Ar:CF4=3:3 5min,SiO2,center,5,37.9733,7.59466,6.7584996
20Pa Ar:CF4=3:3 5min,SiN,center,5,20.2032,4.04064,7.462294
20Pa Ar:CF4=3:3 5min,SiN,center,5,12.0213,2.40426,7.462294
20Pa Ar:CF4=3:3 5min,SiN,center,5,24.3825,4.8765,7.462294
20Pa Ar:CF4=3:3 5min,SiN,center,5,14.1563,2.83126,7.462294
20Pa Ar:CF4=3:3 5min,SiN,center,5,16.691,3.3381999999999996,7.462294
20Pa Ar:CF4=3:3 5min,Si,center,5,131.145,26.229000000000003,23.798557
20Pa Ar:CF4=3:3 5min,Si,center,5,119.261,23.8522,23.798557
20Pa Ar:CF4=3:3 5min,Si,center,5,123.033,24.6066,23.798557
20Pa Ar:CF4=3:3 5min,Si,center,5,121.898,24.3796,23.798557
20Pa Ar:CF4=3:3 5min,Si,center,5,123.059,24.6118,23.798557
20Pa Ar:CF4=3:3 5min,SiO2,center,5,79.4288,15.88576,10.951863
20Pa Ar:CF4=3:3 5min,SiO2,center,5,87.4685,17.4937,10.951863
20Pa Ar:CF4=3:3 5min,SiO2,center,5,80.7872,16.15744,10.951863
20Pa Ar:CF4=3:3 5min,SiO2,center,5,88.8463,17.76926,10.951863
20Pa Ar:CF4=3:3 5min,SiO2,center,5,88.7137,17.74274,10.951863
20Pa Ar:CF4=3:3 5min,SiO2,center,5,73.1647,14.63294,10.951863
20Pa Ar:CF4=3:3 5min,SiO2,center,5,64.5931,12.91862,10.951863
20Pa Ar:CF4=3:3 5min,SiO2,center,5,67.3375,13.467500000000001,10.951863
20Pa Ar:CF4=3:3 5min,SiO2,center,5,71.4118,14.28236,10.951863
20Pa Ar:CF4=3:3 5min,SiO2,center,5,75.9494,15.189879999999999,10.951863
20Pa Ar:CF4=3:3 5min,SiN,center,5,58.5165,11.7033,17.363852
20Pa Ar:CF4=3:3 5min,SiN,center,5,35.9887,7.1977400000000005,17.363852
20Pa Ar:CF4=3:3 5min,SiN,center,5,36.5288,7.305759999999999,17.363852
20Pa Ar:CF4=3:3 5min,SiN,center,5,34.6555,6.931100000000001,17.363852
20Pa Ar:CF4=3:3 5min,SiN,center,5,34.9368,6.98736,17.363852
20Pa Ar:CF4=3:3 5min,Si,center,5,171.156,34.2312,30.387547
20Pa Ar:CF4=3:3 5min,Si,center,5,169.347,33.8694,30.387547
20Pa Ar:CF4=3:3 5min,Si,center,5,158.438,31.687599999999996,30.387547
20Pa Ar:CF4=3:3 5min,Si,center,5,153.281,30.656200000000002,30.387547
20Pa Ar:CF4=3:3 5min,Si,center,5,146.873,29.374599999999997,30.387547
20Pa Ar:CF4=3:3 5min,SiO2,center,5,142.308,28.461599999999997,17.826899
20Pa Ar:CF4=3:3 5min,SiO2,center,5,148.931,29.7862,17.826899
20Pa Ar:CF4=3:3 5min,SiO2,center,5,142.696,28.5392,17.826899
20Pa Ar:CF4=3:3 5min,SiO2,center,5,134.426,26.885199999999998,17.826899
20Pa Ar:CF4=3:3 5min,SiO2,center,5,134.098,26.8196,17.826899
20Pa Ar:CF4=3:3 5min,SiO2,center,5,123.545,24.709,17.826899
20Pa Ar:CF4=3:3 5min,SiO2,center,5,117.061,23.412200000000002,17.826899
20Pa Ar:CF4=3:3 5min,SiO2,center,5,125.133,25.0266,17.826899
20Pa Ar:CF4=3:3 5min,SiO2,center,5,109.185,21.837,17.826899
20Pa Ar:CF4=3:3 5min,SiO2,center,5,111.711,22.3422,17.826899
20Pa Ar:CF4=3:3 5min,SiN,center,5,63.7169,12.74338,30.830812
20Pa Ar:CF4=3:3 5min,SiN,center,5,69.2681,13.853620000000001,30.830812
20Pa Ar:CF4=3:3 5min,SiN,center,5,58.5209,11.70418,30.830812
20Pa Ar:CF4=3:3 5min,SiN,center,5,73.8711,14.77422,30.830812
20Pa Ar:CF4=3:3 5min,SiN,center,5,61.8451,12.36902,30.830812
20Pa Ar:CF4=3:3 5min,Si,center,5,213.284,42.6568,34.76476
20Pa Ar:CF4=3:3 5min,Si,center,5,193.959,38.7918,34.76476
20Pa Ar:CF4=3:3 5min,Si,center,5,195.922,39.1844,34.76476
20Pa Ar:CF4=3:3 5min,Si,center,5,188.157,37.6314,34.76476
20Pa Ar:CF4=3:3 5min,Si,center,5,189.197,37.8394,34.76476
20Pa Ar:CF4=3:3 5min,SiO2,center,5,192.616,38.5232,22.800533
20Pa Ar:CF4=3:3 5min,SiO2,center,5,179.846,35.9692,22.800533
20Pa Ar:CF4=3:3 5min,SiO2,center,5,202.966,40.5932,22.800533
20Pa Ar:CF4=3:3 5min,SiO2,center,5,217.738,43.5476,22.800533
20Pa Ar:CF4=3:3 5min,SiO2,center,5,198.575,39.714999999999996,22.800533
20Pa Ar:CF4=3:3 5min,SiO2,center,5,163.434,32.6868,22.800533
20Pa Ar:CF4=3:3 5min,SiO2,center,5,162.609,32.5218,22.800533
20Pa Ar:CF4=3:3 5min,SiO2,center,5,150.188,30.037599999999998,22.800533
20Pa Ar:CF4=3:3 5min,SiO2,center,5,155.677,31.135399999999997,22.800533
20Pa Ar:CF4=3:3 5min,SiO2,center,5,145.211,29.0422,22.800533
8Pa 50W 5min Ar:CF4,Si,center,5,88.6901,17.73802,24.856918
8Pa 50W 5min Ar:CF4,Si,center,5,92.1839,18.43678,24.856918
8Pa 50W 5min Ar:CF4,Si,center,5,89.116,17.8232,24.856918
8Pa 50W 5min Ar:CF4,Si,center,5,96.109,19.221799999999998,24.856918
8Pa 50W 5min Ar:CF4,Si,center,5,97.8107,19.56214,24.856918
8Pa 50W 5min Ar:CF4,SiO2,center,5,120.013,24.0026,19.127228
8Pa 50W 5min Ar:CF4,SiO2,center,5,103.659,20.7318,19.127228
8Pa 50W 5min Ar:CF4,SiO2,center,5,100.272,20.0544,19.127228
8Pa 50W 5min Ar:CF4,SiO2,center,5,94.2807,18.85614,19.127228
8Pa 50W 5min Ar:CF4,SiO2,center,5,97.9212,19.58424,19.127228
8Pa 50W 5min Ar:CF4,SiN,center,5,156.44,31.288,27.997559
8Pa 50W 5min Ar:CF4,SiN,center,5,181.819,36.3638,27.997559
8Pa 50W 5min Ar:CF4,SiN,center,5,157.137,31.4274,27.997559
8Pa 50W 5min Ar:CF4,SiN,center,5,174.459,34.8918,27.997559
8Pa 50W 5min Ar:CF4,SiN,center,5,158.648,31.729599999999998,27.997559
8Pa 50W 5min Ar:CF4,Si,center,5,82.6934,16.53868,22.77432
8Pa 50W 5min Ar:CF4,Si,center,5,88.6732,17.73464,22.77432
8Pa 50W 5min Ar:CF4,Si,center,5,85.7412,17.14824,22.77432
8Pa 50W 5min Ar:CF4,Si,center,5,87.3802,17.47604,22.77432
8Pa 50W 5min Ar:CF4,Si,center,5,83.9421,16.78842,22.77432
8Pa 50W 5min Ar:CF4,SiO2,center,5,96.8548,19.37096,20.269712
8Pa 50W 5min Ar:CF4,SiO2,center,5,93.7404,18.748079999999998,20.269712
8Pa 50W 5min Ar:CF4,SiO2,center,5,102.713,20.5426,20.269712
8Pa 50W 5min Ar:CF4,SiO2,center,5,93.2241,18.644820000000003,20.269712
8Pa 50W 5min Ar:CF4,SiO2,center,5,91.8768,18.37536,20.269712
8Pa 50W 5min Ar:CF4,SiN,center,5,166.403,33.2806,30.180523
8Pa 50W 5min Ar:CF4,SiN,center,5,180.603,36.1206,30.180523
8Pa 50W 5min Ar:CF4,SiN,center,5,163.533,32.706599999999995,30.180523
8Pa 50W 5min Ar:CF4,SiN,center,5,177.682,35.5364,30.180523
8Pa 50W 5min Ar:CF4,SiN,center,5,165.948,33.1896,30.180523
8Pa 50W 5min Ar:CF4,Si,center,5,112.169,22.433799999999998,19.314392
8Pa 50W 5min Ar:CF4,Si,center,5,107.884,21.5768,19.314392
8Pa 50W 5min Ar:CF4,Si,center,5,104.782,20.9564,19.314392
8Pa 50W 5min Ar:CF4,Si,center,5,100.001,20.0002,19.314392
8Pa 50W 5min Ar:CF4,Si,center,5,90.1325,18.0265,19.314392
8Pa 50W 5min Ar:CF4,SiO2,center,5,112.84,22.568,20.294918
8Pa 50W 5min Ar:CF4,SiO2,center,5,116.073,23.214599999999997,20.294918
8Pa 50W 5min Ar:CF4,SiO2,center,5,111.567,22.313399999999998,20.294918
8Pa 50W 5min Ar:CF4,SiO2,center,5,116.654,23.3308,20.294918
8Pa 50W 5min Ar:CF4,SiO2,center,5,116.867,23.3734,20.294918
8Pa 50W 5min Ar:CF4,SiN,center,5,170.161,34.0322,30.643494
8Pa 50W 5min Ar:CF4,SiN,center,5,176.363,35.2726,30.643494
8Pa 50W 5min Ar:CF4,SiN,center,5,175.118,35.0236,30.643494
8Pa 50W 5min Ar:CF4,SiN,center,5,198.335,39.667,30.643494
8Pa 50W 5min Ar:CF4,SiN,center,5,194.394,38.8788,30.643494
8Pa 50W 5min Ar:CF4,Si,center,5,89.8683,17.973660000000002,13.79562
8Pa 50W 5min Ar:CF4,Si,center,5,87.8931,17.57862,13.79562
8Pa 50W 5min Ar:CF4,Si,center,5,97.2304,19.446080000000002,13.79562
8Pa 50W 5min Ar:CF4,Si,center,5,94.7967,18.95934,13.79562
8Pa 50W 5min Ar:CF4,Si,center,5,95.707,19.141399999999997,13.79562
8Pa 50W 5min Ar:CF4,SiO2,center,5,97.0066,19.401320000000002,19.06872
8Pa 50W 5min Ar:CF4,SiO2,center,5,91.3021,18.26042,19.06872
8Pa 50W 5min Ar:CF4,SiO2,center,5,89.4422,17.88844,19.06872
8Pa 50W 5min Ar:CF4,SiO2,center,5,100.696,20.1392,19.06872
8Pa 50W 5min Ar:CF4,SiO2,center,5,98.8634,19.77268,19.06872
8Pa 50W 5min Ar:CF4,SiN,center,5,156.663,31.332600000000003,29.438107
8Pa 50W 5min Ar:CF4,SiN,center,5,159.896,31.9792,29.438107
8Pa 50W 5min Ar:CF4,SiN,center,5,156.624,31.3248,29.438107
8Pa 50W 5min Ar:CF4,SiN,center,5,158.97,31.794,29.438107
8Pa 50W 5min Ar:CF4,SiN,center,5,168.59,33.718,29.438107
8Pa 50W 5min Ar:CF4,SiO2,center,5,78.592,15.718399999999999,15.644615
8Pa 50W 5min Ar:CF4,SiO2,center,5,79.1,15.819999999999999,15.644615
8Pa 50W 5min Ar:CF4,SiO2,center,5,74.91,14.982,15.644615
8Pa 50W 5min Ar:CF4,SiO2,center,5,87.5488,17.50976,15.644615
8Pa 50W 5min Ar:CF4,SiO2,center,5,83.8389,16.76778,15.644615
8Pa 50W 5min Ar:CF4,SiN,center,5,129.024,25.8048,25.797724
8Pa 50W 5min Ar:CF4,SiN,center,5,135.591,27.1182,25.797724
8Pa 50W 5min Ar:O2:CF4,SiO2,center,5,83.2425,16.648500000000002,20.498266
8Pa 50W 5min Ar:O2:CF4,SiO2,center,5,85.6487,17.12974,20.498266
8Pa 50W 5min Ar:O2:CF4,SiO2,center,5,98.6568,19.731360000000002,20.498266
8Pa 50W 5min Ar:O2:CF4,SiO2,center,5,87.0984,17.41968,20.498266
8Pa 50W 5min Ar:O2:CF4,SiO2,center,5,99.5609,19.91218,20.498266
8Pa 50W 5min Ar:O2:CF4,SiN,center,5,160.854,32.1708,29.313011
8Pa 50W 5min Ar:O2:CF4,SiN,center,5,175.472,35.0944,29.313011
8Pa 50W 5min Ar:O2:CF4,SiN,center,5,163.564,32.7128,29.313011
8Pa 50W 5min Ar:O2:CF4,SiN,center,5,161.565,32.313,29.313011
8Pa 50W 5min Ar:O2:CF4,SiN,center,5,152.624,30.5248,29.313011
8Pa 50W 5min Ar:O2:CF4,SiO2,center,5,107.084,21.416800000000002,23.709219
8Pa 50W 5min Ar:O2:CF4,SiO2,center,5,102.023,20.4046,23.709219
8Pa 50W 5min Ar:O2:CF4,SiO2,center,5,108.496,21.699199999999998,23.709219
8Pa 50W 5min Ar:O2:CF4,SiO2,center,5,106.078,21.215600000000002,23.709219
8Pa 50W 5min Ar:O2:CF4,SiO2,center,5,108.601,21.7202,23.709219
8Pa 50W 5min Ar:O2:CF4,SiN,center,5,170.674,34.1348,30.313313
8Pa 50W 5min Ar:O2:CF4,SiN,center,5,167.279,33.455799999999996,30.313313
8Pa 50W 5min Ar:O2:CF4,SiN,center,5,171.287,34.257400000000004,30.313313
8Pa 50W 5min Ar:O2:CF4,SiN,center,5,177.393,35.4786,30.313313
8Pa 50W 5min Ar:O2:CF4,SiN,center,5,178.103,35.6206,30.313313
8Pa 50W 5min Ar:O2:CF4,SiO2,center,5,96.2834,19.25668,24.955479
8Pa 50W 5min Ar:O2:CF4,SiO2,center,5,112.382,22.4764,24.955479
8Pa 50W 5min Ar:O2:CF4,SiO2,center,5,105.115,21.023,24.955479
8Pa 50W 5min Ar:O2:CF4,SiO2,center,5,104.361,20.8722,24.955479
8Pa 50W 5min Ar:O2:CF4,SiO2,center,5,107.485,21.497,24.955479
8Pa 50W 5min Ar:O2:CF4,SiN,center,5,182.802,36.5604,29.853958
8Pa 50W 5min Ar:O2:CF4,SiN,center,5,182.821,36.5642,29.853958
8Pa 50W 5min Ar:O2:CF4,SiN,center,5,178.33,35.666000000000004,29.853958
8Pa 50W 5min Ar:O2:CF4,SiN,center,5,185.442,37.0884,29.853958
8Pa 50W 5min Ar:O2:CF4,SiN,center,5,182.287,36.4574,29.853958
8Pa 50W 5min Ar:O2:CF4,SiO2,center,5,105.029,21.0058,24.476093
8Pa 50W 5min Ar:O2:CF4,SiO2,center,5,108.229,21.6458,24.476093
8Pa 50W 5min Ar:O2:CF4,SiO2,center,5,101.385,20.277,24.476093
8Pa 50W 5min Ar:O2:CF4,SiO2,center,5,104.33,20.866,24.476093
8Pa 50W 5min Ar:O2:CF4,SiO2,center,5,105.804,21.160800000000002,24.476093
8Pa 50W 5min Ar:O2:CF4,SiN,center,5,166.882,33.376400000000004,27.935677
8Pa 50W 5min Ar:O2:CF4,SiN,center,5,157.385,31.476999999999997,27.935677
8Pa 50W 5min Ar:O2:CF4,SiN,center,5,162.979,32.595800000000004,27.935677
8Pa 50W 5min Ar:O2:CF4,SiN,center,5,164.004,32.800799999999995,27.935677
8Pa 50W 5min Ar:O2:CF4,SiN,center,5,152.603,30.5206,27.935677
8Pa 50W 5min Ar:O2:CF4,SiO2,center,5,95.5406,19.10812,22.400517
8Pa 50W 5min Ar:O2:CF4,SiO2,center,5,80.953,16.1906,22.400517
8Pa 50W 5min Ar:O2:CF4,SiO2,center,5,90.46,18.092,22.400517
8Pa 50W 5min Ar:O2:CF4,SiO2,center,5,81.1277,16.225540000000002,22.400517
8Pa 50W 5min Ar:O2:CF4,SiO2,center,5,88.9843,17.796860000000002,22.400517
8Pa 50W 5min Ar:O2:CF4,SiN,center,5,127.62,25.524,24.322987
8Pa 50W 5min Ar:O2:CF4,SiN,center,5,123.53,24.706,24.322987
8Pa 50W 5min Ar:O2:CF4,SiN,center,5,131.678,26.3356,24.322987
8Pa 50W 5min Ar:O2:CF4,SiN,center,5,128.59,25.718,24.322987
8Pa 50W 5min Ar:O2:CF4,SiN,center,5,132.333,26.4666,24.322987
50W Ar:O2:CF4=10:5:35 2min,Si,center,2,50.6406,25.3203,26.482653
50W Ar:O2:CF4=10:5:35 2min,Si,center,2,54.3875,27.19375,26.482653
50W Ar:O2:CF4=10:5:35 2min,Si,center,2,45.2321,22.61605,26.482653
50W Ar:O2:CF4=10:5:35 2min,Si,center,2,43.0294,21.5147,26.482653
50W Ar:O2:CF4=10:5:35 2min,Si,center,2,42.9439,21.47195,26.482653
50W Ar:O2:CF4=10:5:35 2min,SiO2,center,2,63.6738,31.8369,31.478085
50W Ar:O2:CF4=10:5:35 2min,SiO2,center,2,58.6016,29.3008,31.478085
50W Ar:O2:CF4=10:5:35 2min,SiO2,center,2,57.261,28.6305,31.478085
50W Ar:O2:CF4=10:5:35 2min,SiO2,center,2,58.0037,29.00185,31.478085
50W Ar:O2:CF4=10:5:35 2min,SiO2,center,2,51.2828,25.6414,31.478085
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,77.9479,38.97395,40.428223
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,77.0951,38.54755,40.428223
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,79.3621,39.68105,40.428223
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,79.0985,39.54925,40.428223
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,80.8194,40.4097,40.428223
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,81.1142,40.5571,40.428223
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,66.2018,33.1009,40.428223
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,81.203,40.6015,40.428223
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,83.5609,41.78045,40.428223
50W Ar:O2:CF4=10:5:35 2min,SiN,center,2,70.4592,35.2296,40.428223
